file,status,match_method,match_confidence,changed_fields,doi_json,doi_zotero,doi_conflict,pdf_basename,title_norm,error
out/batch_processed/Study Design and Rationale ENB and ETN  ALL IN ONE Trial.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;pages;issn;url,,10.1016/j.cct.2018.06.007,,"Thiboutot et al. - 2018 - Study Design and Rationale A Multicenter, Prospective Trial of Electromagnetic Bronchoscopic and El.pdf",,
out/batch_processed/Sullivan-2021-Earlier diagnosis of lung cancer (1).json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;pages;issn;url,,10.1183/13993003.00670-2020,,Sullivan et al. - 2020 - Earlier diagnosis of lung cancer in a randomised trial of an autoantibody blood test followed by ima.pdf,,
out/batch_processed/Survival in COPD patients treated with broncho.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;pages;issn;url,,10.1016/j.rmed.2022.106825,,Hartman et al. - 2022 - Survival in COPD patients treated with bronchoscopic lung volume reduction.pdf,,
out/batch_processed/Target trial.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2025.04.022,,"Murgu et al. - 2025 - A Prospective, Multicenter Evaluation of Safety and Diagnostic Outcomes With Robotic-Assisted Bronch.pdf",,
out/batch_processed/Technical Aspects of EBUS  CHEST Guideline and Expert Panel Report.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.15-1216,,Wahidi et al. - 2016 - Technical Aspects of Endobronchial Ultrasound-Guided Transbronchial Needle Aspiration.pdf,,
out/batch_processed/Technical aspects and outcomes of tracheobronc.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.athoracsur.2011.01.009,,Gangadharan et al. - 2011 - Technical Aspects and Outcomes of Tracheobronchoplasty for Severe Tracheobronchomalacia.pdf,,
out/batch_processed/Tedde-2011-A new technique for T-tube insertio.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ejcts.2010.05.014,,Tedde et al. - 2011 - A new technique for T-tube insertion in patients with subglottic stenosis.pdf,,
out/batch_processed/The Art of Rigid Bronchoscopy and Airway Stent.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.11.011,,Flannery et al. - 2018 - The Art of Rigid Bronchoscopy and Airway Stenting.pdf,,
out/batch_processed/The Business of Bronchoscopy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.ccm.2017.11.006,,Kessler and Wahidi - 2018 - The Business of Bronchoscopy.pdf,,
out/batch_processed/The Business of IP.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2013.05.005,,Erb et al. - 2013 - The Business of Interventional Pulmonology.pdf,,
out/batch_processed/The Clinical and Economic Implications of pleural effusions.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2024.04.036,,Ost et al. - 2024 - The Clinical and Economic Implications of Different Treatment Pathways for Patients With Rapidly Rec.pdf,,
out/batch_processed/The Diagnosis and Management of Airway Complic.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2017.02.021,,Mahajan et al. - 2017 - The Diagnosis and Management of Airway Complications Following Lung Transplantation.pdf,,
out/batch_processed/The Evolutional History of ENB State of the Art.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2018.04.029,,Mehta et al. - 2018 - The Evolutional History of Electromagnetic Navigation Bronchoscopy.pdf,,
out/batch_processed/The Impact of Gravity vs Suction-driven Therap.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2019.10.025,,Lentz et al. - 2020 - The Impact of Gravity vs Suction-driven Therapeutic Thoracentesis on Pressure-related Complications.pdf,,
out/batch_processed/The Only Constant Is Change.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2023.08.012,,Detterbeck et al. - 2023 - The Only Constant Is Change Introducing the International Association for the Study of Lung Cancer.pdf,,
out/batch_processed/The Proposed Ninth Edition TNM Classification of Lung Cancer.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2024.05.026,,Detterbeck et al. - 2024 - The Proposed Ninth Edition TNM Classification of Lung Cancer.pdf,,
out/batch_processed/The Role of Clamping Before Removal of a Chest Tube .json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;pages;issn;url,,10.1183/23120541.01272-2024,,De Boer et al. - 2025 - The Role of Clamping Before Removal of a Chest Tube in Post-Surgical and Pneumothorax Patients Using.pdf,,
out/batch_processed/The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/lbr.0000000000000850,,Madan et al. - 2023 - The Utility of the Ultrasonographic Characteristics in Differentiating Between Malignant and Tubercu.pdf,,
out/batch_processed/The Value of a High-Volume Bronchoscopic Lung Volume Reduction Program.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chpulm.2024.100095,,Karambelkar et al. - 2025 - The Value of a High-Volume Bronchoscopic Lung Volume Reduction Program for Patients With Severe Emph.pdf,,
out/batch_processed/The application of cryosurgery in the treatmen.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.cryobiol.2003.12.003,,Maiwand et al. - 2004 - The application of cryosurgery in the treatment of lung cancer.pdf,,
out/batch_processed/The business of interventional pulmonology.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2013.05.005,,Erb et al. - 2013 - The Business of Interventional Pulmonology.pdf,,
out/batch_processed/The death of a healthy volunteer in a human research project  implications for.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.5694/j.1326-5377.1998.tb139026.x,,Day et al. - 1998 - The death of a healthy volunteer in a human research project implications for Australian clinical r.pdf,,
out/batch_processed/The efficiency of a clinical pathway forundiagnosed pleural effusions .json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1038/s41598-022-15454-6,,Liu et al. - 2022 - The efficiency of a clinical pathway to guide combined applications of interventional pulmonology in.pdf,,
out/batch_processed/The evolving role of medical thoracoscopy on therapeutic management of pleural disease.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/mcp.0000000000001129,,Fong et al. - 2025 - The evolving role of medical thoracoscopy on therapeutic management of pleural disease.pdf,,
out/batch_processed/The heat is on impact of endobronchial electro.json,changed,override:doi,1.0,year_norm;journal;volume;issue;pages;issn;url,,10.1378/chest.118.2.516,,Coulter and Mehta - 2000 - The Heat Is On.pdf,,
out/batch_processed/The relationship between chest tube size and c.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.09-1044,,Rahman et al. - 2010 - The Relationship Between Chest Tube Size and Clinical Outcome in Pleural Infection.pdf,,
out/batch_processed/The role of  elastography in the dx of med and hilar lymph.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.18632/oncotarget.19031,,Gu et al. - 2017 - The role of endobronchial ultrasound elastography in the diagnosis of mediastinal and hilar lymph no.pdf,,
out/batch_processed/The role of bronchoscopy in the diagnosis of airway disease.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2016.12.68,,Paradis et al. - 2016 - The role of bronchoscopy in the diagnosis of airway disease.pdf,,
out/batch_processed/The use of electrocautery as the primary ablat.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/jto.0b013e3182242142,,Wahidi et al. - 2011 - The Use of Electrocautery as the Primary Ablation Modality for Malignant and Benign Airway Obstructi.pdf,,
out/batch_processed/The utility of bronchoscopy in immunocompromised patients.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2019.09.72,,Morton and Puchalski - 2019 - The utility of bronchoscopy in immunocompromised patients a review.pdf,,
out/batch_processed/Therapeutic bronchoscopy for malignan.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1378/chest.14-1526,,Ost et al. - 2015 - Therapeutic Bronchoscopy for Malignant Central Airway Obstruction.pdf,,
out/batch_processed/Thomas-2017-Effect of an Indwelling Pleural Ca.json,changed,author_year,0.9,title;year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1001/jama.2017.17426,,Thomas et al. - 2017 - Effect of an Indwelling Pleural Catheter vs Talc Pleurodesis on Hospitalization Days in Patients Wit.pdf,,
out/batch_processed/Towards an optimization of bronchoscopic approaches to the PPN.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2018.04.38,,Krimsky et al. - 2018 - Towards an optimization of bronchoscopic approaches to the diagnosis and treatment of the pulmonary.pdf,,
out/batch_processed/Tracheal stent buckling and in-stent stenosis.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1053/j.jvca.2022.01.028,,Weinberg et al. - 2022 - Tracheal Stent Buckling and In-stent Stenosis A Proposed Airway Management Algorithm for Airway Obs.pdf,,
out/batch_processed/Tracheobronchomalacia and excessive dynamic ai.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.ccm.2013.05.003,,Murgu and Colt - 2013 - Tracheobronchomalacia and Excessive Dynamic Airway Collapse.pdf,,
out/batch_processed/Tracheomalacia and tracheobronchomalacia in ch.json,changed,override:doi,1.0,year_norm;authors;journal;volume;issue;pages;issn;url,,10.1378/chest.127.3.984,,Carden et al. - 2005 - Tracheomalacia and Tracheobronchomalacia in Children and Adults.pdf,,
out/batch_processed/Training in interventional pulmonology the European and US perspective.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1183/16000617.0025-2020,,Lee and Corbetta - 2021 - Training in interventional pulmonology the European and US perspective.pdf,,
out/batch_processed/Tranexamic acid vs adrenaline for controlling iatrogenic bleeding during flexible bronchoscopy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2022.10.013,,Badovinac et al. - 2023 - Tranexamic Acid vs Adrenaline for Controlling Iatrogenic Bleeding During Flexible Bronchoscopy.pdf,,
out/batch_processed/Transbronchial Cryobiopsy for the Diagnosis of.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.chest.2019.10.048,,Maldonado et al. - 2020 - Transbronchial Cryobiopsy for the Diagnosis of Interstitial Lung Diseases.pdf,,
out/batch_processed/Transbronchial Lung Cryobiopsy and Video-assis.json,changed,title_exact,1.0,year_norm;authors;doi;journal;pages;issn;url,,10.1513/annalsats.201701-086sr,,Iftikhar et al. - 2017 - Transbronchial Lung Cryobiopsy and Video-Assisted Thoracoscopic Lung Biopsy in the Diagnosis of Diff.pdf,,
out/batch_processed/Transbronchial cryobiopsy n ILD.json,unmatched,,,,,,,,transbronchial cryobiopsy in interstitial lung diseases,
out/batch_processed/Treatment of Pulmonary Carcinoid Tumors.json,unmatched,,,,,,,,treatment of pulmonary carcinoid tumors with bronchoscopic cryotherapy,
out/batch_processed/Ultrasound-Guided Percutaneous Dilational Trac.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1177/0885066618755334,,Gobatto et al. - 2020 - Ultrasound-Guided Percutaneous Dilational Tracheostomy A Systematic Review of Randomized Controlled.pdf,,
out/batch_processed/Understanding the economic impact of introducing a new procedure.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1378/chest.11-0254,,Pastis et al. - 2012 - Understanding the Economic Impact of Introducing a New Procedure.pdf,,
out/batch_processed/Unimodality and Multimodality Cryodebridement.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1513/annalsats.201508-486oc,,Inaty et al. - 2016 - Unimodality and Multimodality Cryodebridement for Airway Obstruction. A Single-Center Experience wit.pdf,,
out/batch_processed/Unlocking the potential of RAB.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;pages;issn;url,,10.1177/17534666241259369,,Abouzgheib et al. - 2024 - Unlocking the potential of robotic-assisted bronchoscopy overcoming challenging anatomy and locatio.pdf,,
out/batch_processed/Update on tracheobronchial anatomy and flexible fiberoptic bronchoscopy in thoracic anesthesia.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/aco.0b013e32831a43ab,,Campos - 2009 - Update on tracheobronchial anatomy and flexible fiberoptic bronchoscopy in thoracic anesthesia.pdf,,
out/batch_processed/Use of fibrinolytics and deoxyribonuclease in.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/s2213-2600(20)30533-6,,Chaddha et al. - 2021 - Use of fibrinolytics and deoxyribonuclease in adult patients with pleural empyema a consensus state.pdf,,
out/batch_processed/Utility of EBUS-TBNA in Evaluating Mediastinal and Hilar Lymphadenopathy in Patients With Silica Exposure_A Retrospective Single-center Study.json,changed,author_year,0.9,title;year_norm;doi;journal;abstract;volume;issue;issn;url,,10.1097/lbr.0000000000001016,,Aljarod et al. - 2025 - Utility of EBUS-TBNA in Evaluating Mediastinal and Hilar Lymphadenopathy in Patients With Silica Exp.pdf,,
out/batch_processed/Utility of Elastography A Systematic Review and Meta-analysis.json,unmatched,,,,,,,,utility of elastography for differentiating malignant and benign lymph nodes during ebus tbna,
out/batch_processed/VERITAS.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1056/nejmoa2414059,,Lentz et al. - 2025 - Navigational Bronchoscopy or Transthoracic Needle Biopsy for Lung Nodules.pdf,,
out/batch_processed/VR bronch.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2024.11.032,,New et al. - 2025 - Virtual Reality Anatomy Trainer Turns Teaching Endobronchial Ultrasound Inside-Out.pdf,,
out/batch_processed/Validation Study for the N Descriptor.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2024.04.002,,Kim et al. - 2024 - Validation Study for the N Descriptor of the Newly Proposed Ninth Edition of the TNM Staging System.pdf,,
out/batch_processed/Valipour-2014-Expert statement_ pneumothorax a.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1159/000360642,,Valipour et al. - 2014 - Expert Statement Pneumothorax Associated with Endoscopic Valve Therapy for Emphysema - Potential Me.pdf,,
out/batch_processed/Valipour-2020-Bronchial Rheoplasty for Treatme.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1164/rccm.201908-1546oc,,Valipour et al. - 2020 - Bronchial Rheoplasty for Treatment of Chronic Bronchitis. Twelve-Month Results from a Multicenter Cl.pdf,,
out/batch_processed/Valipour-2020-Two-Year Outcomes for the Double.json,changed,title_fuzzy,1.0,year_norm;authors;doi;journal;abstract;volume;pages;issn;url,,10.2147/copd.s267409,,"Valipour et al. - 2020 - Two-Year Outcomes for the Double-Blind, Randomized, Sham-Controlled Study of Targeted Lung Denervati.pdf",,
out/batch_processed/Value of Antibiotic Prophylaxis for Percutaneo.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1016/j.jvir.2017.08.018,,Ingraham et al. - 2018 - Value of Antibiotic Prophylaxis for Percutaneous Gastrostomy A Double-Blind Randomized Trial.pdf,,
out/batch_processed/Value-Based Proposition for a Dedicated IP suite.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2018.05.029,,Desai et al. - 2018 - Value-Based Proposition for a Dedicated Interventional Pulmonology Suite.pdf,,
out/batch_processed/Variable Learning Curve of Basic.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000514627,,Mahmood et al. - 2021 - Variable Learning Curve of Basic Rigid Bronchoscopy in Trainees.pdf,,
out/batch_processed/Walker-2021-Ambulatory management of secondary.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1183/13993003.03375-2020,,Walker et al. - 2021 - Ambulatory management of secondary spontaneous pneumothorax a randomised controlled trial.pdf,,
out/batch_processed/What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1080/17476348.2020.1748012,,Shaller and Gildea - 2020 - What is the value of electromagnetic navigation in lung cancer and to what extent does it require im.pdf,,
out/batch_processed/Xie-2022-Microwave ablation via a flexible cat.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1111/1759-7714.14351,,Xie et al. - 2022 - Microwave ablation via a flexible catheter for the treatment of nonsurgical peripheral lung cancer.pdf,,
out/batch_processed/Yuan-2016-Percutaneous endoscopic gastrostomy.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;issn;url,,10.1002/14651858.cd009198.pub2,,Yuan et al. - 2016 - Percutaneous endoscopic gastrostomy versus percutaneous radiological gastrostomy for swallowing dist.pdf,,
out/batch_processed/Zhao-2015-Whole Lung Lavage Treatment of Chine.json,changed,author_year,0.9,title;year_norm;authors;journal;volume;issue,,,,Zhao et al. - 2015 - Whole Lung Lavage Treatment of Chinese Patients with Autoimmune Pulmonary Alveolar Proteinosis A Re.pdf,,
out/batch_processed/aabip_evidence_informed_guidelines_and_expert.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1097/lbr.0000000000000707,,Miller et al. - 2020 - AABIP Evidence-informed Guidelines and Expert Panel Report for the Management of Indwelling Pleural.pdf,,
out/batch_processed/advances in medical pleurodesis.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1183/20734735.0002-2024,,Castaldo et al. - 2024 - Exploring the efficacy and advancements of medical pleurodesis a comprehensive review of current re.pdf,,
out/batch_processed/cancers-15-01068.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.3390/cancers15041068,,Chan et al. - 2023 - Transbronchial Techniques for Lung Cancer Treatment Where Are We Now.pdf,,
out/batch_processed/chest tube pandora box.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.3390/jcm11185311,,Antonicelli et al. - 2022 - Chest Drainage Therapy What Comes out of Pandora’s Box Can Affect Patient Outcomes.pdf,,
out/batch_processed/chest tube practical.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1055/s-0043-1768680,,Roebker et al. - 2023 - Chest Tube Placement and Management A Practical Review.pdf,,
out/batch_processed/complications_of_bronchoscopy__a_concise_synopsis.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.4103/2229-5151.164995,,Stahl et al. - 2015 - Complications of bronchoscopy A concise synopsis.pdf,,
out/batch_processed/cone_beam_ct_with_augmented_fluoroscopy_combined.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1159/000510763,,Kheir et al. - 2021 - Cone-Beam Computed Tomography-Guided Electromagnetic Navigation for Peripheral Lung Nodules.pdf,,
out/batch_processed/editorial Nth edition.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.jtho.2024.06.003,,Türk - 2024 - Editorial Comment Validation Study for the N Descriptor of the Newly Proposed 9th Edition of the TN.pdf,,
out/batch_processed/endoscopic_treatment_of_bronchial_carcinoids_i.json,changed,title_exact,1.0,year_norm;authors;abstract;volume;issue,,,,Neyman et al. - 2012 - Endoscopic Treatment of Bronchial Carcinoids in Comparison to Surgical Resection A Retrospective St.pdf,,
out/batch_processed/fistula Abu-Hijleh-2019-Intrabronchial Valves for Air.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s00408-019-00268-7,,"Abu-Hijleh et al. - 2019 - Intrabronchial Valves for Air Leaks After Lobectomy, Segmentectomy, and Lung Volume Reduction Surger.pdf",,
out/batch_processed/fistula Airway Covered Metallic Stent Based on Differe.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1097/maj.0000000000000565,,Wang et al. - 2015 - Airway Covered Metallic Stent Based on Different Fistula Location and Size in Malignant Tracheoesoph.pdf,,
out/batch_processed/fistula Airway ultraflex stenting in esophageal cancer.json,changed,override:doi,1.0,authors;issn;url,,10.1097/maj.0b013e3182367b6a,,Chung et al. - 2012 - Airway Ultraflex Stenting in Esophageal Cancer with Esophagorespiratory Fistula.pdf,,
out/batch_processed/fistula Bronstein-2019-Management of air leaks post-su.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.21037/atm.2019.04.30,,Bronstein et al. - 2019 - Management of air leaks post-surgical lung resection.pdf,,
out/batch_processed/fistula Debourdeau-2019-Endoscopic treatment of nonmal.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1007/s00464-018-6330-x,,Debourdeau et al. - 2019 - Endoscopic treatment of nonmalignant tracheoesophageal and bronchoesophageal fistula results and pr.pdf,,
out/batch_processed/fistula Fernandez-2016-Pleural gas analysis for the id.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1097/mcp.0000000000000282,,Fernandez and Bharat - 2016 - Pleural gas analysis for the identification of alveolopleural fistulae.pdf,,
out/batch_processed/fistula Fiorelli-2018-Unidirectional endobronchial val.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2018.10.61,,Fiorelli et al. - 2018 - Unidirectional endobronchial valves for management of persistent air-leaks results of a multicenter.pdf,,
out/batch_processed/fistula Grewal-2019-Treatment of Tracheobronchial Inju.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2018.07.018,,Grewal et al. - 2019 - Treatment of Tracheobronchial Injuries.pdf,,
out/batch_processed/fistula Han-2018-Customized airway stenting for bronch.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s00464-018-6152-x,,Han et al. - 2018 - Customized airway stenting for bronchopleural fistula after pulmonary resection by interventional te.pdf,,
out/batch_processed/fistula Herth-2010-Combined airway and oesophageal ste.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1183/09031936.00049809,,Herth et al. - 2010 - Combined airway and oesophageal stenting in malignant airway–oesophageal fistulas a prospective stu.pdf,,
out/batch_processed/fistula Ke-2015-The treatment strategy for tracheoesop.json,changed,title_exact,1.0,authors;abstract,,,,Ke et al. - The treatment strategy for tracheoesophageal fistula.pdf,,
out/batch_processed/fistula Kim-2020-Management of tracheo-oesophageal fis.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1183/16000617.0094-2020,,Kim et al. - 2020 - Management of tracheo-oesophageal fistula in adults.pdf,,
out/batch_processed/fistula Lazarus-2017-Persistent air leaks_ a review wi.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2017.10.122,,Lazarus and Casal - 2017 - Persistent air leaks a review with an emphasis on bronchoscopic management.pdf,,
out/batch_processed/fistula Li-2016-Neoadjuvant therapy and risk of bronch.json,changed,title_exact,1.0,year_norm;doi;journal;volume;issue;pages;issn;url,,10.1093/jjco/hyw037,,Li et al. - 2016 - Neoadjuvant therapy and risk of bronchopleural fistula after lung cancer surgery a systematic meta-.pdf,,
out/batch_processed/fistula Okuda-2017-Risk factor of bronchopleural fistu.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s11748-017-0846-1,,Okuda et al. - 2017 - Risk factor of bronchopleural fistula after general thoracic surgery review article.pdf,,
out/batch_processed/fistula Schweigert-2019-[Interventional treatment of t.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s00104-019-0988-z,,Schweigert - 2019 - Interventionelle Versorgung tracheo-bronchoösophagealer Fisteln.pdf,,
out/batch_processed/fistula Silon-2017-Endoscopic Management of Esophagore.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1007/s10620-016-4390-0,,Silon et al. - 2017 - Endoscopic Management of Esophagorespiratory Fistulas A Multicenter Retrospective Study of Techniqu.pdf,,
out/batch_processed/fistula Youness-2018-Bronchoscopic advances in the man.json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.21037/jtd.2018.05.44,,Youness et al. - 2018 - Bronchoscopic advances in the management of aerodigestive fistulas.pdf,,
out/batch_processed/gonzalez-et-al-2024-assessment-of-advanced-diagnostic-bronchoscopy-outcomes-for-peripheral-lung-lesions-a-delphi (1).json,changed,title_exact,1.0,year_norm;authors;doi;journal;abstract;volume;issue;pages;issn;url,,10.1164/rccm.202401-0192st,,Gonzalez et al. - 2024 - Assessment of Advanced Diagnostic Bronchoscopy Outcomes for Peripheral Lung Lesions A Delphi Consen.pdf,,
out/batch_processed/green-et-al-2021-overview-of-interventional-pulmonology-for-radiologists.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1148/rg.2021210046,,Green et al. - 2021 - Overview of Interventional Pulmonology for Radiologists.pdf,,
out/batch_processed/incidence_and_outcomes_of_revision_bronchoscopies.11.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;issn;url,,10.1097/lbr.0000000000001002,,Mahajan et al. - 2025 - Incidence and Outcomes of Revision Bronchoscopies Following Bronchoscopic Lung Volume Reduction (BLV.pdf,,
out/batch_processed/klug-et-al-2024-proposed-ninth-edition-tnm-staging-system-for-lung-cancer-guide-for-radiologists.json,changed,title_exact,1.0,year_norm;doi;journal;abstract;volume;issue;pages;issn;url,,10.1148/rg.240057,,Klug et al. - 2024 - Proposed Ninth Edition TNM Staging System for Lung Cancer Guide for Radiologists.pdf,,
out/batch_processed/lessions learned valves.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1016/j.chest.2024.10.045,,Brock et al. - 2025 - Lessons Learned.pdf,,
out/batch_processed/management-of-incidental-pulmonary-nodule-fleischner.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1148/radiol.2017161659,,MacMahon et al. - 2017 - Guidelines for Management of Incidental Pulmonary Nodules Detected on CT Images From the Fleischner.pdf,,
out/batch_processed/medical thoracoscopy step by step.json,changed,title_exact,1.0,year_norm;authors;doi;journal;volume;issue;pages;issn;url,,10.1183/20734735.011611,,Loddenkemper et al. - 2011 - Medical thoracoscopypleuroscopy step by step.pdf,,
out/batch_processed/nd__yag_laser_therapy_in_lung_cancer__an_11_year.6.json,changed,title_exact,1.0,authors,,,,"Cavaliere et al. - NdYAG Laser Therapy in Lung Cancer An 11-Year Experience with 2,253 Applications in 1,585 Patients.pdf",,
