file,status,changes
out/batch_processed/The Diagnosis and Management of Airway Complic.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-09"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Amit K. Mahajan"", ""Erik Folch"", ""Sandeep J. Khandhar"", ""Colleen L. Channick"", ""Jose F. Santacruz"", ""Atul C. Mehta"", ""Steven D. Nathan""], ""new"": [""Amit K. Mahajan"", ""Erik Folch"", ""Sandeep J. Khandhar"", ""Colleen L. Channick"", ""Jose F. Santacruz"", ""Atul C. Mehta"", ""Steven D. Nathan""]}}"
out/batch_processed/The Evolutional History of ENB State of the Art.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-10"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Atul C. Mehta"", ""Kristin L. Hood"", ""Yehuda Schwarz"", ""Stephen B. Solomon""], ""new"": [""Atul C. Mehta"", ""Kristin L. Hood"", ""Yehuda Schwarz"", ""Stephen B. Solomon""]}}"
out/batch_processed/The Impact of Gravity vs Suction-driven Therap.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-03"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Robert J. Lentz"", ""Samira Shojaee"", ""Horiana B. Grosu"", ""Otis B. Rickman"", ""Lance Roller"", ""Jasleen K. Pannu"", ""Labib G. Debiane"", ""Joseph C. Cicenia"", ""Jason Akulian"", ""Charla Walston"", ""Trinidad M. Sanchez"", ""Kevin R. Davidson"", ""Nikhil Jagan"", ""Sahar Ahmad"", ""Christopher Gilbert"", ""John T. Huggins"", ""Heidi Chen"", ""Richard W. Light"", ""Lonny Yarmus"", ""Hans Lee"", ""Najib M. Rahman"", ""Fabien Maldonado"", ""Interventional Pulmonary Outcomes Group""], ""new"": [""Robert J. Lentz"", ""Samira Shojaee"", ""Horiana B. Grosu"", ""Otis B. Rickman"", ""Lance Roller"", ""Jasleen K. Pannu"", ""Labib G. Debiane"", ""Joseph C. Cicenia"", ""Jason Akulian"", ""Charla Walston"", ""Trinidad M. Sanchez"", ""Kevin R. Davidson"", ""Nikhil Jagan"", ""Sahar Ahmad"", ""Christopher Gilbert"", ""John T. Huggins"", ""Heidi Chen"", ""Richard W. Light"", ""Lonny Yarmus"", ""Hans Lee"", ""Najib M. Rahman"", ""Fabien Maldonado"", ""Interventional Pulmonary Outcomes Group""]}}"
out/batch_processed/The Only Constant Is Change.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2023-10"", ""new"": 2023}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""International Cancer"", ""American Joint""], ""new"": [""International Cancer"", ""American Joint""]}}"
out/batch_processed/The Proposed Ninth Edition TNM Classification of Lung Cancer.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-10"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Frank C. Detterbeck"", ""Gavitt A. Woodard"", ""Anna S. Bader"", ""Sanja Dacic"", ""Michael J. Grant"", ""Henry S. Park"", ""Lynn T. Tanoue""], ""new"": [""Frank C. Detterbeck"", ""Gavitt A. Woodard"", ""Anna S. Bader"", ""Sanja Dacic"", ""Michael J. Grant"", ""Henry S. Park"", ""Lynn T. Tanoue""]}}"
out/batch_processed/The Role of Clamping Before Removal of a Chest Tube .json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-03-28"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Original Research Article""], ""new"": [""Original Research Article""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1183/23120541.01272-2024""}}"
out/batch_processed/The Utility of the EBUS Characteristics in Differentiating Between Malignant and Tuberculous .json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2022-04-01"", ""new"": 2022}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Karan Madan"", ""Manu Madan"", ""Saurabh Mittal"", ""Pavan Tiwari"", ""Vijay Hadda"", ""Anant Mohan"", ""Ravindra M. Pandey"", ""Randeep Guleria""], ""new"": [""Karan Madan"", ""Manu Madan"", ""Saurabh Mittal"", ""Pavan Tiwari"", ""Vijay Hadda"", ""Anant Mohan"", ""Ravindra M. Pandey"", ""Randeep Guleria""]}}"
out/batch_processed/The Value of a High-Volume Bronchoscopic Lung Volume Reduction Program.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-03"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Amrita D. Karambelkar"", ""Juan P. Uribe"", ""Alichia Paton"", ""Mihir S. Parikh"", ""Jason A. Beattie"", ""Chenchen Zhang"", ""Adnan Majid""], ""new"": [""Amrita D. Karambelkar"", ""Juan P. Uribe"", ""Alichia Paton"", ""Mihir S. Parikh"", ""Jason A. Beattie"", ""Chenchen Zhang"", ""Adnan Majid""]}}"
out/batch_processed/The application of cryosurgery in the treatmen.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2004-02"", ""new"": 2004}}"
out/batch_processed/The business of interventional pulmonology.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-09"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Christopher T. Erb"", ""Armin Ernst""], ""new"": [""Christopher T. Erb"", ""Armin Ernst""]}}"
out/batch_processed/The death of a healthy volunteer in a human research project  implications for.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""1998-05-04"", ""new"": 1998}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kenneth M Williams"", ""Terence J Campbell""], ""new"": [""Kenneth M Williams"", ""Terence J Campbell""]}}"
out/batch_processed/The efficiency of a clinical pathway forundiagnosed pleural effusions .json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2022-07-01"", ""new"": 2022}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Yuan Liu"", ""Lili Geng"", ""Jian Xu"", ""Mei Sun"", ""Na Gao"", ""Jing Zhao"", ""Xue Han"", ""Xiaolin Zhang"", ""Xiaohui Zhao"", ""Ling Jiang"", ""Junjun Zhao""], ""new"": [""Yuan Liu"", ""Lili Geng"", ""Jian Xu"", ""Mei Sun"", ""Na Gao"", ""Jing Zhao"", ""Xue Han"", ""Xiaolin Zhang"", ""Xiaohui Zhao"", ""Ling Jiang"", ""Junjun Zhao""]}}"
out/batch_processed/The evolving role of medical thoracoscopy on therapeutic management of pleural disease.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-10-23"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Clare Fong"", ""Gary Lee"", ""Nick Maskell"", ""Pyng Lee""], ""new"": [""Clare Fong"", ""Gary Lee"", ""Nick Maskell"", ""Pyng Lee""]}}"
out/batch_processed/The heat is on impact of endobronchial electro.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Terrence D. Coulter"", ""Atul C. Mehta""], ""new"": [""Terrence D. Coulter"", ""Atul C. Mehta""]}}"
out/batch_processed/The relationship between chest tube size and c.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2010-03"", ""new"": 2010}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""United States"", ""Intrapleural Streptokinase""], ""new"": [""United States"", ""Intrapleural Streptokinase""]}}"
out/batch_processed/The role of  elastography in the dx of med and hilar lymph.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-07-06"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ye Gu"", ""Hong Shi"", ""Chunxia Su"", ""Xiaoxia Chen"", ""Shijia Zhang"", ""Wei Li"", ""Fengying Wu"", ""Guanghui Gao"", ""Hao Wang"", ""Haiqing Chu"", ""Caicun Zhou"", ""Fei Zhou"", ""Shengxiang Ren""], ""new"": [""Ye Gu"", ""Hong Shi"", ""Chunxia Su"", ""Xiaoxia Chen"", ""Shijia Zhang"", ""Wei Li"", ""Fengying Wu"", ""Guanghui Gao"", ""Hao Wang"", ""Haiqing Chu"", ""Caicun Zhou"", ""Fei Zhou"", ""Shengxiang Ren""]}}"
out/batch_processed/The role of bronchoscopy in the diagnosis of airway disease.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-12"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Tyler J. Paradis"", ""Jennifer Dixon"", ""Brandon H. Tieu""], ""new"": [""Tyler J. Paradis"", ""Jennifer Dixon"", ""Brandon H. Tieu""]}}"
out/batch_processed/The use of electrocautery as the primary ablat.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Momen M. Wahidi"", ""Mark A. Unroe"", ""Natasha Adlakha"", ""Mathew Beyea"", ""Scott L Shofer""], ""new"": [""Momen M. Wahidi"", ""Mark A. Unroe"", ""Natasha Adlakha"", ""Mathew Beyea"", ""Scott L Shofer""]}}"
out/batch_processed/The utility of bronchoscopy in immunocompromised patients.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2019-12"", ""new"": 2019}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Critical Care"", ""Sleep Medicine"", ""New Haven""], ""new"": [""Critical Care"", ""Sleep Medicine"", ""New Haven""]}}"
out/batch_processed/Therapeutic bronchoscopy for malignan.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2014-10-30"", ""new"": 2014}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Bronchoscopy Registry"", ""American Society""], ""new"": [""Bronchoscopy Registry"", ""American Society""]}}"
out/batch_processed/Thomas-2017-Effect of an Indwelling Pleural Ca.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-11-21"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Rajesh Thomas"", ""Nicola A. Smith"", ""Pyng Lee"", ""Elaine Yap"", ""Fiona C. Horwood"", ""Francesco Piccolo"", ""Luke A. Garske"", ""Ranjan Shrestha"", ""Christopher Kosky"", ""Catherine A. Read"", ""Kevin Murray"", ""Gary Lee""], ""new"": [""Rajesh Thomas"", ""Nicola A. Smith"", ""Pyng Lee"", ""Elaine Yap"", ""Fiona C. Horwood"", ""Francesco Piccolo"", ""Luke A. Garske"", ""Ranjan Shrestha"", ""Christopher Kosky"", ""Catherine A. Read"", ""Kevin Murray"", ""Gary Lee""]}}"
out/batch_processed/Towards an optimization of bronchoscopic approaches to the PPN.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-06"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""William S. Krimsky"", ""Michael A. Pritchett""], ""new"": [""William S. Krimsky"", ""Michael A. Pritchett""]}}"
out/batch_processed/Tracheal stent buckling and in-stent stenosis.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2022-08"", ""new"": 2022}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Laurence Weinberg"", ""Jon Graham"", ""Joshua Meyerov"", ""James Adam Moshinsky"", ""Sarah Aishah Azlina Aitken"", ""Manfred Spanger"", ""Simon Knight""], ""new"": [""Laurence Weinberg"", ""Jon Graham"", ""Joshua Meyerov"", ""James Adam Moshinsky"", ""Sarah Aishah Azlina Aitken"", ""Manfred Spanger"", ""Simon Knight""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1053/j.jvca.2022.01.028""}}"
out/batch_processed/Tracheobronchomalacia and excessive dynamic ai.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2013-09"", ""new"": 2013}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""South Maryland Avenue"", ""California Irvine"", ""The City Drive South"", ""City Tower""], ""new"": [""South Maryland Avenue"", ""California Irvine"", ""The City Drive South"", ""City Tower""]}}"
out/batch_processed/Tracheomalacia and tracheobronchomalacia in ch.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kelly A. Carden"", ""Philip M. Boiselle"", ""David A. Waltz"", ""Armin Ernst""], ""new"": [""Kelly A. Carden"", ""Philip M. Boiselle"", ""David A. Waltz"", ""Armin Ernst""]}}"
out/batch_processed/Training in interventional pulmonology the European and US perspective.json,dry-run,"{""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Critical Care Medicine"", ""Interventional Pulmonology"", ""Clinical Medicine"", ""Interventional Pulmonology Unit""], ""new"": [""Critical Care Medicine"", ""Interventional Pulmonology"", ""Clinical Medicine"", ""Interventional Pulmonology Unit""]}}"
out/batch_processed/Tranexamic acid vs adrenaline for controlling iatrogenic bleeding during flexible bronchoscopy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2023-04"", ""new"": 2023}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sonja Badovinac"", ""Ivan Sabol""], ""new"": [""Sonja Badovinac"", ""Ivan Sabol""]}}"
out/batch_processed/Transbronchial Cryobiopsy for the Diagnosis of.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-04"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Fabien Maldonado"", ""Sonye K. Danoff"", ""Athol U. Wells"", ""Thomas V. Colby"", ""Jay H. Ryu"", ""Moishe Liberman"", ""Momen M. Wahidi"", ""Lindsy Frazer"", ""Juergen Hetzel"", ""Otis B. Rickman"", ""Venerino Poletti"", ""Lonny B. Yarmus""], ""new"": [""Fabien Maldonado"", ""Sonye K. Danoff"", ""Athol U. Wells"", ""Thomas V. Colby"", ""Jay H. Ryu"", ""Moishe Liberman"", ""Momen M. Wahidi"", ""Lindsy Frazer"", ""Juergen Hetzel"", ""Otis B. Rickman"", ""Venerino Poletti"", ""Lonny B. Yarmus""]}}"
out/batch_processed/Transbronchial Lung Cryobiopsy and Video-assis.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2017-04-11"", ""new"": 2017}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Imran H. Iftikhar"", ""Lana Alghothani"", ""Alejandro Sardi"", ""David Berkowitz"", ""Ali I. Musani""], ""new"": [""Imran H. Iftikhar"", ""Lana Alghothani"", ""Alejandro Sardi"", ""David Berkowitz"", ""Ali I. Musani""]}}"
out/batch_processed/Transbronchial cryobiopsy n ILD.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-09-21"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Sameer K. Avasarala"", ""Athol U. Wells"", ""Thomas V. Colby"", ""Fabien Maldonado""], ""new"": [""Sameer K. Avasarala"", ""Athol U. Wells"", ""Thomas V. Colby"", ""Fabien Maldonado""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1097/lbr.0000000000000716""}}"
out/batch_processed/Treatment of Pulmonary Carcinoid Tumors.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-07-14"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Periklis Perikleous"", ""Nora Mayer"", ""Jonathan Finch"", ""Emma Beddow"", ""Vladimir Anikin"", ""Nizar Asadi""], ""new"": [""Periklis Perikleous"", ""Nora Mayer"", ""Jonathan Finch"", ""Emma Beddow"", ""Vladimir Anikin"", ""Nizar Asadi""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1097/lbr.0000000000000791""}}"
out/batch_processed/Ultrasound-Guided Percutaneous Dilational Trac.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-02-07"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Mino Cestari"", ""Paolo Pelosi""], ""new"": [""Mino Cestari"", ""Paolo Pelosi""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1177/0885066618755334""}}"
out/batch_processed/Understanding the economic impact of introducing a new procedure.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2012-02"", ""new"": 2012}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Medicaid Services"", ""South Carolina""], ""new"": [""Medicaid Services"", ""South Carolina""]}}"
out/batch_processed/Unimodality and Multimodality Cryodebridement.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-06"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Hanine Inaty"", ""Erik Folch"", ""Robert Berger"", ""Sebastian Fernandez"", ""Sumit Chatterji"", ""Daniel Alape"", ""Adnan Majid""], ""new"": [""Hanine Inaty"", ""Erik Folch"", ""Robert Berger"", ""Sebastian Fernandez"", ""Sumit Chatterji"", ""Daniel Alape"", ""Adnan Majid""]}}"
out/batch_processed/Unlocking the potential of RAB.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-01"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Ther Adv"", ""Respir Dis"", ""The""], ""new"": [""Ther Adv"", ""Respir Dis"", ""The""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1177/17534666241259369""}}"
out/batch_processed/Update on tracheobronchial anatomy and flexible fiberoptic bronchoscopy in thoracic anesthesia.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2009-02"", ""new"": 2009}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Javier H. Campos""], ""new"": [""Javier H. Campos""]}}"
out/batch_processed/Use of fibrinolytics and deoxyribonuclease in.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-09"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Viren Kaul"", ""Samira Shojaee"", ""Fabien Maldonado"", ""Mark K Ferguson"", ""Kevin G Blyth"", ""Horiana B Grosu"", ""John P Corcoran"", ""Ashutosh Sachdeva"", ""Alex West"", ""Eihab O Bedawi"", ""Adnan Majid"", ""Ravindra M Mehta"", ""Erik Folch"", ""Moishe Liberman"", ""Momen M Wahidi"", ""Sidhu P Gangadharan"", ""Mark E Roberts"", ""Najib M Rahman""], ""new"": [""Viren Kaul"", ""Samira Shojaee"", ""Fabien Maldonado"", ""Mark K Ferguson"", ""Kevin G Blyth"", ""Horiana B Grosu"", ""John P Corcoran"", ""Ashutosh Sachdeva"", ""Alex West"", ""Eihab O Bedawi"", ""Adnan Majid"", ""Ravindra M Mehta"", ""Erik Folch"", ""Moishe Liberman"", ""Momen M Wahidi"", ""Sidhu P Gangadharan"", ""Mark E Roberts"", ""Najib M Rahman""]}}"
out/batch_processed/Utility of EBUS-TBNA in Evaluating Mediastinal and Hilar Lymphadenopathy in Patients With Silica Exposure_A Retrospective Single-center Study.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-06-13"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Tarake M. Aljarod"", ""Atul C. Mehta"", ""Saroj K. Sigdel"", ""Mark Jason Akers"", ""John L. Saylor"", ""Caleb S. Clark"", ""Yousef R. Shweihat""], ""new"": [""Tarake M. Aljarod"", ""Atul C. Mehta"", ""Saroj K. Sigdel"", ""Mark Jason Akers"", ""John L. Saylor"", ""Caleb S. Clark"", ""Yousef R. Shweihat""]}}"
out/batch_processed/Utility of Elastography A Systematic Review and Meta-analysis.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-06-16"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Karan Madan"", ""Manu Madan"", ""Hariharan Iyer"", ""Saurabh Mittal"", ""Neha Kawatra Madan"", ""Vidushi Rathi"", ""Pavan Tiwari"", ""Vijay Hadda"", ""Anant Mohan"", ""Ravindra M. Pandey"", ""Randeep Guleria""], ""new"": [""Karan Madan"", ""Manu Madan"", ""Hariharan Iyer"", ""Saurabh Mittal"", ""Neha Kawatra Madan"", ""Vidushi Rathi"", ""Pavan Tiwari"", ""Vijay Hadda"", ""Anant Mohan"", ""Ravindra M. Pandey"", ""Randeep Guleria""]}}"
out/batch_processed/VERITAS.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-06-05"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Critical Care Medicine"", ""Supplementary Appendix""], ""new"": [""Critical Care Medicine""]}}"
out/batch_processed/VR bronch.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2025-05"", ""new"": 2025}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Melissa L. New"", ""Tristan J. Huie"", ""Dru Claar"", ""Timothy Amass"", ""Ryan A. Peterson"", ""Nicholas Jacobson"", ""Anna Neumeier"", ""Darlene Nelson""], ""new"": [""Melissa L. New"", ""Tristan J. Huie"", ""Dru Claar"", ""Timothy Amass"", ""Ryan A. Peterson"", ""Nicholas Jacobson"", ""Anna Neumeier"", ""Darlene Nelson""]}}"
out/batch_processed/Validation Study for the N Descriptor.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-04-16"", ""new"": 2024}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""In Ha Kim"", ""Geun Dong Lee"", ""Sehoon Choi"", ""Hyeong Ryul Kim"", ""Hee Kim"", ""Dong Kwan Kim"", ""Il Park"", ""Jae Kwang Yun""], ""new"": [""In Ha Kim"", ""Geun Dong Lee"", ""Sehoon Choi"", ""Hyeong Ryul Kim"", ""Hee Kim"", ""Dong Kwan Kim"", ""Il Park"", ""Jae Kwang Yun""]}}"
out/batch_processed/Valipour-2014-Expert statement_ pneumothorax a.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2024-07-17"", ""new"": 2024}, ""authors"": {""action"": ""from_sections"", ""new"": [""Pneumothorax Rate"", ""Outcomes in Emphysema Patients Treated with Valves""]}, ""abstract"": {""action"": ""from_structure"", ""new"": ""The use of endoscopically placed unidirectional valves for the treatment of emphysema is increasing. With better patient…""}}"
out/batch_processed/Valipour-2020-Bronchial Rheoplasty for Treatme.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-09-01"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Assessment Test""], ""new"": [""Assessment Test""]}}"
out/batch_processed/Valipour-2020-Two-Year Outcomes for the Double.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-11"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Jan Slebos"", ""Pulmonary Diseases"", ""Interventional Bronchoscopy"", ""Center Groningen"", ""Netherlands Tel""], ""new"": [""Jan Slebos"", ""Pulmonary Diseases"", ""Interventional Bronchoscopy"", ""Center Groningen"", ""Netherlands Tel""]}}"
out/batch_processed/Value of Antibiotic Prophylaxis for Percutaneo.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-01"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Christopher R. Ingraham"", ""Guy E. Johnson"", ""Emily L. Albrecht"", ""Siddharth A. Padia"", ""Eric J. Monroe"", ""Brandon C. Perry"", ""Ethan M. Dobrow"", ""Daniel S. Hippe"", ""Karim Valji""], ""new"": [""Christopher R. Ingraham"", ""Guy E. Johnson"", ""Emily L. Albrecht"", ""Siddharth A. Padia"", ""Eric J. Monroe"", ""Brandon C. Perry"", ""Ethan M. Dobrow"", ""Daniel S. Hippe"", ""Karim Valji""]}, ""abstract"": {""action"": ""from_structure"", ""new"": ""Purpose: To compare peristomal infection rates following percutaneous gastrostomy (PG) after a single dose of prophylact…""}}"
out/batch_processed/Value-Based Proposition for a Dedicated IP suite.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2018-09"", ""new"": 2018}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Neeraj R. Desai"", ""Kim D. French"", ""Edward J. Diamond"", ""Kevin L. Kovitz""], ""new"": [""Neeraj R. Desai"", ""Kim D. French"", ""Edward J. Diamond"", ""Kevin L. Kovitz""]}}"
out/batch_processed/Variable Learning Curve of Basic.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2021-04-13"", ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Kamran Mahmood"", ""Momen M. Wahidi"", ""Ray Wes"", ""Christine Argento"", ""Lonny B. Yarmus"", ""Hans Lee"", ""Samira Shojaee"", ""David M. Berkowitz"", ""Keriann Van"", ""Carla R. Lamb"", ""Scott L. Shofer"", ""Junheng Gao"", ""Mohsen Davoudi""], ""new"": [""Kamran Mahmood"", ""Momen M. Wahidi"", ""Ray Wes"", ""Christine Argento"", ""Lonny B. Yarmus"", ""Hans Lee"", ""Samira Shojaee"", ""David M. Berkowitz"", ""Keriann Van"", ""Carla R. Lamb"", ""Scott L. Shofer"", ""Junheng Gao"", ""Mohsen Davoudi""]}}"
out/batch_processed/Walker-2021-Ambulatory management of secondary.json,dry-run,"{""year"": {""action"": ""fallback:filename"", ""old"": null, ""new"": 2021}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Steven P. Walker"", ""Emma Keenan"", ""Oliver Bintcliffe"", ""Andrew E. Stanton"", ""Mark Roberts"", ""Justin Pepperell"", ""Ian Fairbairn"", ""Edward Mc"", ""James Goldring"", ""Nadeem Maddekar"", ""James Walters"", ""Alex West"", ""Amrithraj Bhatta"", ""Matthew Knight"", ""Rachel Mercer"", ""Rob Hallifax"", ""Paul White"", ""Robert F. Miller"", ""Najib M. Rahman"", ""Nick A. Maskell""], ""new"": [""Steven P. Walker"", ""Emma Keenan"", ""Oliver Bintcliffe"", ""Andrew E. Stanton"", ""Mark Roberts"", ""Justin Pepperell"", ""Ian Fairbairn"", ""Edward Mc"", ""James Goldring"", ""Nadeem Maddekar"", ""James Walters"", ""Alex West"", ""Amrithraj Bhatta"", ""Matthew Knight"", ""Rachel Mercer"", ""Rob Hallifax"", ""Paul White"", ""Robert F. Miller"", ""Najib M. Rahman"", ""Nick A. Maskell""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1183/13993003.03375-2020""}}"
out/batch_processed/What is the value of electromagnetic navigation in lung cancer and to what extent does it require improvement .json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2020-04-04"", ""new"": 2020}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Respiratory Medicine"", ""View Crossmark""], ""new"": [""Respiratory Medicine"", ""View Crossmark""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1080/17476348.2020.1748012""}}"
out/batch_processed/Xie-2022-Microwave ablation via a flexible cat.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2022-02-14"", ""new"": 2022}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Respiratory Endoscopy"", ""Critical Care Medicine""], ""new"": [""Respiratory Endoscopy"", ""Critical Care Medicine""]}}"
out/batch_processed/Yuan-2016-Percutaneous endoscopic gastrostomy.json,dry-run,"{""year"": {""action"": ""normalize:iso"", ""old"": ""2016-02-03"", ""new"": 2016}, ""authors"": {""action"": ""filtered_ack_like"", ""old"": [""Systematic Reviews""], ""new"": [""Systematic Reviews""]}, ""doi"": {""action"": ""front_matter_scan"", ""new"": ""10.1002/14651858.cd009198.pub2""}}"
